         4250359 function calls (3961221 primitive calls) in 47.377 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2148    0.006    0.000    0.012    0.000 _utils.py:71(<listcomp>)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        3    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:9(get_versions)
      738    0.001    0.000    0.001    0.000 _weakrefset.py:16(__init__)
      738    0.001    0.000    0.001    0.000 _weakrefset.py:20(__enter__)
      738    0.002    0.000    0.002    0.000 _weakrefset.py:26(__exit__)
      446    0.002    0.000    0.002    0.000 _weakrefset.py:36(__init__)
      738    0.001    0.000    0.001    0.000 _weakrefset.py:52(_commit_removals)
      746    0.007    0.000    0.011    0.000 _weakrefset.py:58(__iter__)
    22276    0.031    0.000    0.031    0.000 _weakrefset.py:70(__contains__)
      838    0.002    0.000    0.002    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 _xorg.py:144(Controller)
        2    0.000    0.000    0.139    0.069 _xorg.py:19(<module>)
        1    0.000    0.000    0.000    0.000 _xorg.py:40(Button)
        1    0.000    0.000    0.000    0.000 _xorg.py:439(Listener)
        1    0.000    0.000    0.000    0.000 _xorg.py:446(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _xorg.py:486(__init__)
        1    0.000    0.000    0.000    0.000 _xorg.py:52(Controller)
        1    0.000    0.000    0.000    0.000 _xorg.py:57(KeyCode)
       54    0.000    0.000    0.000    0.000 _xorg.py:58(_from_symbol)
        1    0.000    0.000    0.001    0.001 _xorg.py:85(Key)
        1    0.000    0.000    0.000    0.000 _xorg.py:90(Listener)
      145    0.002    0.000    0.011    0.000 abc.py:132(__new__)
      145    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
        7    0.000    0.000    0.000    0.000 abc.py:151(register)
    10868    0.033    0.000    0.086    0.000 abc.py:178(__instancecheck__)
1795/1103    0.010    0.000    0.028    0.000 abc.py:194(__subclasscheck__)
       76    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.023    0.023 abstract.py:1(<module>)
     2926    0.002    0.000    0.002    0.000 abstract.py:107(__repr__)
37683/33715    0.062    0.000    0.109    0.000 abstract.py:110(__hash__)
25318/24899    0.059    0.000    0.072    0.000 abstract.py:113(__eq__)
     3409    0.004    0.000    0.017    0.000 abstract.py:116(__ne__)
      468    0.000    0.000    0.000    0.000 abstract.py:132(can_convert_to)
      468    0.000    0.000    0.000    0.000 abstract.py:140(can_convert_from)
      728    0.000    0.000    0.000    0.000 abstract.py:147(is_precise)
       20    0.000    0.000    0.001    0.000 abstract.py:166(__call__)
        1    0.000    0.000    0.000    0.000 abstract.py:212(Dummy)
        1    0.000    0.000    0.000    0.000 abstract.py:219(Hashable)
      576    0.001    0.000    0.001    0.000 abstract.py:22(_autoincr)
        1    0.000    0.000    0.000    0.000 abstract.py:225(Number)
        1    0.000    0.000    0.000    0.000 abstract.py:244(Callable)
        1    0.000    0.000    0.000    0.000 abstract.py:263(DTypeSpec)
        1    0.000    0.000    0.000    0.000 abstract.py:276(IterableType)
        1    0.000    0.000    0.000    0.000 abstract.py:288(Sized)
        1    0.000    0.000    0.000    0.000 abstract.py:294(ConstSized)
      112    0.000    0.000    0.000    0.000 abstract.py:30(_on_type_disposal)
        1    0.000    0.000    0.000    0.000 abstract.py:303(IteratorType)
        6    0.000    0.000    0.000    0.000 abstract.py:309(__init__)
        1    0.000    0.000    0.000    0.000 abstract.py:325(Container)
        1    0.000    0.000    0.000    0.000 abstract.py:331(Sequence)
        1    0.000    0.000    0.000    0.000 abstract.py:338(MutableSequence)
        1    0.000    0.000    0.000    0.000 abstract.py:34(_TypeMetaclass)
        1    0.000    0.000    0.000    0.000 abstract.py:345(ArrayCompatible)
     1551    0.008    0.000    0.041    0.000 abstract.py:42(_intern)
1551/1548    0.019    0.000    0.118    0.000 abstract.py:54(__call__)
        1    0.000    0.000    0.000    0.000 abstract.py:74(Type)
     1551    0.002    0.000    0.002    0.000 abstract.py:85(__init__)
    63105    0.027    0.000    0.027    0.000 abstract.py:88(key)
       24    0.000    0.000    0.000    0.000 abstract.py:96(mangling_args)
        1    0.000    0.000    0.131    0.131 add_newdocs.py:10(<module>)
      229    0.000    0.000    0.001    0.000 analysis.py:101(<genexpr>)
      167    0.000    0.000    0.000    0.000 analysis.py:104(<genexpr>)
      147    0.000    0.000    0.000    0.000 analysis.py:145(<genexpr>)
       27    0.003    0.000    0.004    0.000 analysis.py:153(compute_live_variables)
       87    0.000    0.000    0.001    0.000 analysis.py:163(fix_point_progress)
       27    0.018    0.001    0.096    0.004 analysis.py:18(compute_use_defs)
       59    0.002    0.000    0.033    0.001 analysis.py:198(compute_cfg_from_blocks)
        7    0.000    0.000    0.000    0.000 analysis.py:213(find_top_level_loops)
        2    0.000    0.000    0.011    0.006 analysis.py:3(<module>)
     2391    0.001    0.000    0.001    0.000 analysis.py:31(<genexpr>)
       27    0.002    0.000    0.005    0.000 analysis.py:51(compute_live_map)
       93    0.001    0.000    0.002    0.000 analysis.py:61(fix_point_progress)
      745    0.001    0.000    0.001    0.000 analysis.py:62(<genexpr>)
       27    0.005    0.000    0.009    0.000 analysis.py:81(compute_dead_maps)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
     2196    0.017    0.000    0.022    0.000 api.py:176(typeof)
        1    0.000    0.000    0.000    0.000 api.py:18(FFIError)
        1    0.000    0.000    0.000    0.000 api.py:21(CDefError)
        1    0.000    0.000    0.000    0.000 api.py:275(cast)
        1    0.000    0.000    0.000    0.000 api.py:30(FFI)
        2    0.000    0.000    0.001    0.000 api.py:402(_get_cached_btype)
        1    0.000    0.000    0.039    0.039 api.py:48(__init__)
        2    0.000    0.000    0.000    0.000 api.py:862(_builtin_function_type)
        1    0.000    0.000    0.000    0.000 appdirs.py:365(AppDirs)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1052(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1200(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1220(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1527(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:637(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:648(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:659(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:676(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:709(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:729(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:738(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:829(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:864(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:887(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:904(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:984(_CountAction)
        1    0.000    0.000    0.000    0.000 array_exprs.py:1(<module>)
       14    0.000    0.000    0.000    0.000 array_exprs.py:105(_get_array_operator)
       14    0.000    0.000    0.000    0.000 array_exprs.py:115(_get_operands)
        8    0.000    0.000    0.000    0.000 array_exprs.py:130(_translate_expr)
        2    0.000    0.000    0.001    0.000 array_exprs.py:141(_handle_matches)
       14    0.000    0.000    0.000    0.000 array_exprs.py:178(_get_final_replacement)
        2    0.001    0.000    0.003    0.002 array_exprs.py:188(apply)
        1    0.000    0.000    0.000    0.000 array_exprs.py:19(RewriteArrayExprs)
        9    0.000    0.000    0.000    0.000 array_exprs.py:26(__init__)
     34/6    0.000    0.000    0.000    0.000 array_exprs.py:263(_arr_expr_to_ast)
       12    0.000    0.000    0.000    0.000 array_exprs.py:306(_legalize_parameter_names)
       24    0.002    0.000    0.006    0.000 array_exprs.py:33(match)
        6    0.001    0.000    0.492    0.082 array_exprs.py:330(_lower_array_expr)
       20    0.000    0.000    0.000    0.000 array_exprs.py:338(<lambda>)
        6    0.000    0.000    0.000    0.000 array_exprs.py:341(<listcomp>)
        6    0.000    0.000    0.000    0.000 array_exprs.py:349(<listcomp>)
       26    0.000    0.000    0.000    0.000 array_exprs.py:375(<genexpr>)
        6    0.000    0.000    0.000    0.000 array_exprs.py:393(ExprKernel)
        6    0.000    0.000    0.013    0.002 array_exprs.py:394(generate)
        6    0.000    0.000    0.000    0.000 array_exprs.py:396(<listcomp>)
        6    0.000    0.000    0.001    0.000 array_exprs.py:403(<listcomp>)
       64    0.000    0.000    0.000    0.000 array_exprs.py:66(_match_array_expr)
        1    0.000    0.000    0.002    0.002 arraydecl.py:1(<module>)
      114    0.000    0.000    0.001    0.000 arraydecl.py:105(keeps_contiguity)
       80    0.000    0.000    0.001    0.000 arraydecl.py:112(check_contiguity)
        1    0.000    0.000    0.000    0.000 arraydecl.py:156(GetItemBuffer)
       86    0.001    0.000    0.017    0.000 arraydecl.py:160(generic)
        1    0.000    0.000    0.000    0.000 arraydecl.py:167(SetItemBuffer)
      102    0.003    0.000    0.021    0.000 arraydecl.py:17(get_array_index_type)
       16    0.000    0.000    0.006    0.000 arraydecl.py:171(generic)
        1    0.000    0.000    0.000    0.000 arraydecl.py:226(ArrayAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:428(DTypeAttr)
        1    0.000    0.000    0.000    0.000 arraydecl.py:437(StaticGetItemArray)
       78    0.000    0.000    0.000    0.000 arraydecl.py:441(generic)
        1    0.000    0.000    0.000    0.000 arraydecl.py:450(RecordAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:459(StaticGetItemRecord)
       78    0.000    0.000    0.001    0.000 arraydecl.py:463(generic)
        1    0.000    0.000    0.000    0.000 arraydecl.py:471(StaticSetItemRecord)
       14    0.000    0.000    0.000    0.000 arraydecl.py:475(generic)
        1    0.000    0.000    0.000    0.000 arraydecl.py:484(ArrayCTypesAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:492(ArrayFlagsAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:506(NestedArrayAttribute)
       11    0.000    0.000    0.000    0.000 arraydecl.py:551(install_array_method)
        1    0.000    0.000    0.000    0.000 arraydecl.py:581(CmpOpEqArray)
        1    0.000    0.000    0.009    0.009 arraymath.py:3(<module>)
        6    0.000    0.000    0.005    0.001 arrayobj.py:1049(offset_bounds_from_strides)
        6    0.000    0.000    0.003    0.000 arrayobj.py:109(get_itemsize)
       12    0.000    0.000    0.001    0.000 arrayobj.py:1090(compute_memory_extents)
        6    0.000    0.000    0.005    0.001 arrayobj.py:1100(get_array_memory_extents)
        6    0.000    0.000    0.001    0.000 arrayobj.py:1110(extents_may_overlap)
        6    0.000    0.000    0.016    0.003 arrayobj.py:1123(maybe_copy_source)
        6    0.000    0.000    0.006    0.001 arrayobj.py:1154(src_getitem)
       12    0.000    0.000    0.001    0.000 arrayobj.py:117(load_item)
        6    0.000    0.000    0.003    0.001 arrayobj.py:1174(src_cleanup)
        6    0.000    0.000    0.002    0.000 arrayobj.py:1184(_bc_adjust_dimension)
        6    0.000    0.000    0.003    0.001 arrayobj.py:1221(_bc_adjust_shape_strides)
        6    0.000    0.000    0.001    0.000 arrayobj.py:1233(<listcomp>)
        6    0.000    0.000    0.000    0.000 arrayobj.py:1235(<listcomp>)
        6    0.000    0.000    0.000    0.000 arrayobj.py:1236(<listcomp>)
        6    0.000    0.000    0.000    0.000 arrayobj.py:1237(<listcomp>)
        6    0.000    0.000    0.001    0.000 arrayobj.py:1239(<listcomp>)
        6    0.000    0.000    0.037    0.006 arrayobj.py:1244(_broadcast_to_shape)
        7    0.000    0.000    0.000    0.000 arrayobj.py:125(store_item)
        7    0.001    0.000    0.267    0.038 arrayobj.py:1266(fancy_setslice)
       18    0.000    0.000    0.003    0.000 arrayobj.py:133(fix_integer_index)
        1    0.000    0.000    0.000    0.000 arrayobj.py:1350(src_getitem)
        1    0.000    0.000    0.000    0.000 arrayobj.py:1353(src_cleanup)
       20    0.000    0.000    0.000    0.000 arrayobj.py:1360(<genexpr>)
       56    0.000    0.000    0.001    0.000 arrayobj.py:145(normalize_index)
       24    0.000    0.000    0.002    0.000 arrayobj.py:158(normalize_indices)
       24    0.000    0.000    0.001    0.000 arrayobj.py:164(<listcomp>)
       23    0.001    0.000    0.036    0.002 arrayobj.py:169(populate_array)
       23    0.000    0.000    0.000    0.000 arrayobj.py:2020(array_record_getitem)
        6    0.000    0.000    0.027    0.005 arrayobj.py:2985(_empty_nd_impl)
       30    0.003    0.000    0.552    0.018 arrayobj.py:308(basic_indexing)
      280    0.003    0.000    0.036    0.000 arrayobj.py:31(set_range_metadata)
       17    0.001    0.000    0.062    0.004 arrayobj.py:367(make_view)
       23    0.000    0.000    0.481    0.021 arrayobj.py:383(_getitem_array_generic)
        1    0.001    0.001    0.030    0.030 arrayobj.py:4(<module>)
        6    0.000    0.000    0.019    0.003 arrayobj.py:403(getitem_arraynd_intp)
      280    0.001    0.000    0.037    0.000 arrayobj.py:42(mark_positive)
       17    0.001    0.000    0.516    0.030 arrayobj.py:420(getitem_array_tuple)
       57    0.000    0.000    0.001    0.000 arrayobj.py:435(<genexpr>)
        7    0.000    0.000    0.411    0.059 arrayobj.py:445(setitem_array)
